トラフィックが変動する Web アプリケーションを Azure 仮想マシン上で実行している。アプリケーションは需要に応じて自動的にスケールする必要がある。CPU 使用率に基づいて仮想マシン数が自動的に増減するようにするには、どのようにスケーリングを構成すべきか。|自動スケーリングの CPU 使用率しきい値を設定する|ネットワークトラフィックベースのスケーリングを使用する|ディスク使用量に基づくスケーリングポリシーを設定する|スケーリングを使用せず最大数の仮想マシンを設定する|||||A|Azure Virtual Machine Scale Sets や Azure Monitor Autoscale を使用すると、CPU 使用率などのメトリックに基づいて自動スケーリングルールを設定できる。例えば平均 CPU 使用率が 70% を超えた場合に VM を追加し、30% 未満になった場合に VM を削減するようなルールを設定できる。これによりトラフィック増加時には自動的に VM をスケールアウトし、負荷が減少した場合にはスケールインしてコストを最適化できる。ネットワークトラフィックやディスク使用率は必ずしもアプリケーション処理負荷を正確に反映しないため一般的なスケーリング指標ではない。最大 VM 数を固定する方法では動的スケーリングができないため要件を満たさない。したがって最適な構成は CPU 使用率しきい値を使用した自動スケーリングである。|AZ-104 / Azure スケーリング|Azure::VirtualMachineScaleSets Azure::Autoscale Azure::Monitoring Cloud::Scalability
Azure サブスクリプションでコスト削減のため、営業時間外に仮想マシンを自動的にシャットダウンしたい。手動操作なしで VM の停止をスケジュールする最適な方法はどれか。|スケジュールされた Runbook を使用して Azure Automation で VM をシャットダウンする|Azure ポータルで手動で VM のシャットダウンを設定する|時間トリガーの Azure Functions を作成する|Azure Logic Apps を使用してカレンダーイベントで VM シャットダウンを実行する|||||A|Azure Automation の Runbook をスケジュール実行することで、指定した時間に仮想マシンの停止や起動などの運用タスクを自動化できる。例えば営業時間終了後に VM を停止し、翌朝起動するスクリプトを設定することで、手動操作なしにコスト削減を実現できる。Runbook は PowerShell や Python で作成でき、スケジュール設定により定期実行が可能。Azure Functions や Logic Apps でも実装は可能だが、VM 運用タスクのスケジュール自動化には Azure Automation が最も一般的で管理もしやすい。手動シャットダウンは自動化要件を満たさない。|AZ-104 / Azure Automation|Azure::Automation Azure::Runbook Azure::VirtualMachines Cloud::CostManagement
複数の Azure 仮想ネットワークが異なるリージョンに存在している。これらのネットワーク間で安全に通信でき、あたかも 1 つのネットワークのように接続したい。この要件を満たすために VNet Peering を使用する主な利点は何か。|仮想ネットワーク間で低遅延かつ高帯域の通信を提供する|通信用の IP アドレスを自動的に割り当てる|オンプレミスから Azure 仮想ネットワークへの直接ルーティングを提供する|リージョン間コンテンツ配信の接続を最適化する|||||A|Azure Virtual Network Peering は、2 つ以上の VNet を Azure バックボーンネットワーク経由で直接接続する機能である。ピアリングされた VNet は、同じネットワーク内にあるかのようにプライベート IP を使って通信できる。通信はパブリックインターネットを経由しないため、低遅延かつ高帯域の通信が可能であり、セキュリティも高い。IP アドレスは自動割り当てされるわけではなく、各 VNet のアドレス空間は事前に定義する必要がある。オンプレミス接続は VPN Gateway や ExpressRoute を使用する。CDN はコンテンツ配信最適化のサービスであり VNet Peering の目的ではない。したがって正解は低遅延・高帯域通信を提供することである。|AZ-104 / Azure Networking|Azure::VNet Azure::VNetPeering Azure::Networking Cloud::Architecture
Azure サブスクリプション内に 200 個の Azure SQL Database が存在する。コンプライアンス要件として、すべてのデータベースで Transparent Data Encryption (TDE) が有効であることを保証する必要がある。さらに、非準拠のデータベースを自動修復し、コンプライアンス状態を監査できる仕組みも必要である。これを実現するため、ポリシー定義に含めるべき要素はどれか。|Azure Logic Apps を使用して非準拠データベースの通知を送信する|TDE 状態を評価し自動修復を実行するポリシールール|監査用の Reader 権限を持つカスタムロール|Azure Automation Runbook を使用して TDE を有効化する|||||B|Azure Policy を使用すると、Azure リソースのコンプライアンス状態を評価し、必要に応じて自動修復を実行できる。TDE を強制するポリシーを作成することで、Azure SQL Database の TDE 状態を継続的に評価し、非準拠のデータベースに対しては remediation タスクを実行して自動的に TDE を有効化できる。また Azure Policy のコンプライアンスレポートにより監査も可能であり、Azure Monitor や Logic Apps と組み合わせることで通知も実装できる。Logic Apps 単体では修復ができず、カスタムロールは監査のみで強制力がない。Automation Runbook も修復は可能だがコンプライアンス評価と統合されていないため最適ではない。|AZ-104 / Azure Governance|Azure::Policy Azure::SQLDatabase Azure::Security Azure::Governance
Azure サブスクリプションで新しい Azure Resource Manager (ARM) リソースのデプロイに関するレポートを生成する必要がある。すべての関連操作が記録され、レポートに表示されるようにするにはどのサービスを使用すべきか。|Azure Monitor|Azure Activity Log|Azure Analysis Services|Azure Event Hubs|||||B|Azure Activity Log は、Azure サブスクリプション内で実行されたすべての管理操作（リソースの作成、更新、削除など）を記録するプラットフォームログである。ARM テンプレートやポータル、CLI、PowerShell を通じたデプロイ操作もすべて記録されるため、リソースデプロイ履歴のレポート作成に最適である。ログには操作時間、実行ユーザー、操作種類、成功・失敗などの詳細なメタデータが含まれる。また Log Analytics や Storage、Event Hubs にエクスポートして分析やレポートを作成できる。Azure Monitor は主にメトリックやログ監視用、Analysis Services は分析モデル用、Event Hubs はイベントストリーミング用であり、ARM デプロイ操作の監査ログ用途には適さない。|AZ-104 / Azure Monitoring|Azure::Monitoring Azure::ActivityLog Azure::ResourceManager Cloud::Governance
Azure Functions を使用して Azure サブスクリプションのアクティビティログを読み取るアプリケーションを開発している。管理オーバーヘッドを最小化しつつ Azure Functions が安全に認証できるようにするには、どの認証方法を使用すべきか。|Azure AD のアプリケーション登録|Azure マネージド アイデンティティ|共有アクセス署名 (SAS)|クライアントシークレットを持つサービスプリンシパル|||||B|Azure Managed Identity は Azure リソース（Azure Functions など）に対して自動的に ID を提供し、Azure AD を使用して他の Azure サービスへ安全に認証できる仕組みである。資格情報（クライアントシークレットや証明書）をコードや構成に保存する必要がなく、Azure が資格情報の作成・管理・ローテーションを自動的に処理するため管理負荷が最小になる。RBAC ロールを Managed Identity に割り当てることで Activity Log などの Azure リソースへ安全にアクセスできる。アプリ登録やサービスプリンシパルはクライアントシークレット管理が必要であり運用負荷が増える。SAS は Storage 向けの認証方式であり Azure Activity Log へのアクセス用途には適さない。|AZ-204 / Azure Identity|Azure::ManagedIdentity Azure::Functions Azure::Authentication Azure::Security
大規模な Azure 環境で Azure Policy を使用したガバナンスを設計している。Azure Policy の定義を割り当てることができるスコープはどれか。4つ選択せよ。|管理グループ|サブスクリプション|リソースグループ|リソース|リソースの計算|Azure AD 管理単位|||A B C D|Azure Policy は Azure リソースのガバナンスを実施するためのサービスであり、ポリシー定義やポリシー割り当ては Azure のリソース階層に基づくスコープに適用できる。割り当て可能なスコープは「管理グループ」「サブスクリプション」「リソースグループ」「個別リソース」の4つである。管理グループに割り当てるとその配下のすべてのサブスクリプションに継承され、サブスクリプションに割り当てると配下のすべてのリソースグループとリソースに適用される。リソースグループ単位や個別リソース単位でも割り当てが可能である。一方、特定のリソースタイプ（例：Compute）単位や Azure AD 管理単位は Azure Policy の割り当てスコープではない。|AZ-104 / Azure Governance|Azure::Policy Azure::Governance Azure::ManagementGroups Azure::RBAC
既存の Azure Virtual WAN 環境に ExpressRoute 接続を実装する必要がある。現在のサブスクリプションでは Basic Virtual WAN を使用している。Virtual WAN に ExpressRoute 接続を作成するための最初のステップはどれか。|必要なリージョンにハブ仮想ネットワークを作成する|ExpressRoute Premium アドオンを有効にする|Virtual WAN を Standard にアップグレードする|同じリージョンで ExpressRoute 回線を作成する|||||C|Azure Virtual WAN の Basic SKU は ExpressRoute 接続をサポートしていない。ExpressRoute を Virtual WAN に接続するには Standard Virtual WAN が必要である。そのため ExpressRoute 回線を接続する前に Virtual WAN を Standard SKU にアップグレードする必要がある。ExpressRoute 回線はその後作成して接続する。ハブ仮想ネットワーク作成や Premium アドオンは必須条件ではなく、Basic SKU のままでは ExpressRoute を使用できないため、最初のステップは Virtual WAN を Standard にアップグレードすることである。|AZ-104 / Azure Networking|Azure::VirtualWAN Azure::ExpressRoute Azure::Networking Cloud::Architecture
Azure Databricks を使用して Azure Data Lake Storage Gen2 に保存された大規模データを処理する予定である。データは安全にアクセスされる必要があり、特定ディレクトリへのアクセス権は許可されたデータエンジニアのみに付与する必要がある。この要件を満たす Databricks SKU はどれか。|Standard|Premium|Enterprise|Hyperscale|||||B|Azure Databricks Premium SKU はロールベースアクセス制御 (RBAC)、Azure Active Directory 統合、クラスターアクセス制御などの高度なセキュリティ機能を提供する。これによりユーザーやグループ単位で権限を管理でき、Azure Data Lake Storage Gen2 の特定ディレクトリに対するアクセスを許可されたデータエンジニアのみに制限できる。Standard SKU にはこれらの高度なアクセス制御機能が含まれていない。Enterprise や Hyperscale はより高度または特殊な用途向けであり、この要件には Premium が最適である。|DP-203 / Azure Databricks|Azure::Databricks Azure::DataLakeGen2 Azure::Security Azure::RBAC
Azure AD 認証を使用する Web アプリ (App2) を展開する予定である。App2 は特定の信頼された IP 範囲からのみアクセス可能にする必要がある。また、ユーザーが企業ネットワークに既にサインインしている場合は追加認証を求められてはならない。この要件を満たすソリューションはどれか。|Azure Policy|Azure AD 条件付きアクセス ポリシー|Azure Network Security Group (NSG)|Azure AD Identity Protection|||||B|Azure AD 条件付きアクセス (Conditional Access) を使用すると、ユーザー、アプリケーション、デバイス、場所 (IP アドレス範囲) などの条件に基づいてアクセス制御ポリシーを定義できる。信頼された IP 範囲を Named Location として定義し、その場所からのみ App2 へのアクセスを許可するポリシーを設定できる。また企業ネットワークなどの信頼された場所からのアクセスでは追加認証を不要にすることでシングルサインオンに近いユーザー体験を実現できる。Azure Policy はリソース構成管理用、NSG はネットワークレベルのトラフィック制御、Identity Protection はリスクベース認証であり、IP 条件付きアプリケーションアクセス制御には Conditional Access が最適である。|AZ-104 / Azure Identity|Azure::EntraID Azure::ConditionalAccess Azure::Security Azure::Authentication
50万台の IoT デバイスが毎秒データ（温度・湿度・デバイスIDなど）を送信する IoT ソリューションを設計している。データはほぼリアルタイムで分析・可視化でき、低遅延でスケーラブルである必要がある。この要件を満たす Azure サービスを 2 つ選択せよ。|Azure Stream Analytics|Azure SQL Database|Azure Time Series Insights|Azure Synapse Analytics|||||A C|Azure Stream Analytics はリアルタイムのデータストリーム処理サービスであり、IoT デバイスから継続的に送信される大量データを低遅延で処理できる。SQL に似たクエリを使用してフィルタリング、集計、異常検出などをリアルタイムに実行できる。一方 Azure Time Series Insights は IoT の時系列データを保存・分析・可視化するために最適化されたサービスであり、大量の時系列データの探索やトレンド分析を容易に行える。Stream Analytics で処理したデータを Time Series Insights に送ることでリアルタイム分析と可視化を実現できる。Azure SQL Database はリアルタイムストリーム分析には最適ではなく、Azure Synapse Analytics は主に大規模データ分析やバッチ分析向けである。|AZ-220 / Azure IoT|Azure::StreamAnalytics Azure::TimeSeriesInsights Azure::IoT Azure::DataAnalytics
複数の Azure 仮想ネットワーク (VNet) を異なるリージョン間で接続し、安全に通信できるようにする必要がある。これらのネットワークはあたかも 1 つのネットワークのように動作する必要がある。この要件を満たす Azure 機能はどれか。|Azure VNet Peering|Azure ExpressRoute|Azure VPN Gateway|Azure Application Gateway|||||A|Azure Virtual Network Peering は、2 つ以上の Azure 仮想ネットワークを Azure のバックボーンネットワークを通じて直接接続する機能である。グローバル VNet Peering を使用することで異なるリージョン間の VNet も接続でき、プライベート IP を使用して低遅延・高帯域の通信が可能になる。通信はパブリックインターネットを経由しないためセキュリティも高い。ExpressRoute や VPN Gateway は主にオンプレミス接続用であり、Application Gateway は Web トラフィックのロードバランサーであるため VNet 間接続の目的には適さない。|AZ-104 / Azure Networking|Azure::VNet Azure::VNetPeering Azure::Networking Cloud::Architecture
ハブ & スポーク構成の Azure 仮想ネットワークで、スポーク VNet がハブ VNet 内のリソースへアクセスできる必要がある。ただしスポーク同士は直接通信してはいけない。スポークがハブを経由してアクセスできるようにするために有効にすべきルーティング設定はどれか。|リモートゲートウェイを使用する|転送トラフィックを許可する|ゲートウェイトランジットを許可する|ネットワークセキュリティグループを有効にする|||||C|Azure のハブ & スポークアーキテクチャでは、ハブ VNet に配置された VPN または ExpressRoute ゲートウェイをスポーク VNet が利用できるようにするために「Gateway Transit」を有効化する。ハブ側では Allow gateway transit を有効にし、スポーク側では Use remote gateway を有効にすることで、スポーク VNet はハブを経由してリソースへアクセスできる。これによりスポーク間の直接接続を許可せず、ハブを中心とした集中型ネットワーク設計を実現できる。|AZ-104 / Azure Networking|Azure::Networking Azure::VNetPeering Azure::HubSpoke Azure::GatewayTransit
オンプレミス Hadoop ワークロードと互換性があり、大量の非構造化データを保存でき、きめ細かなアクセス制御を提供し、Azure 分析サービスと統合できるデータレイクを Azure に構築する必要がある。最適なサービスはどれか。|Azure Data Lake Storage Gen2|Azure Data Lake Storage Gen2|Azure Cosmos DB|Azure Databricks|||||A|Azure Data Lake Storage Gen2 は Hadoop Distributed File System (HDFS) 互換の階層型名前空間を提供する Azure のデータレイクサービスである。大量の非構造化データを保存でき、ACL と RBAC によるきめ細かなアクセス制御をサポートする。また Azure Synapse Analytics、Azure Databricks、HDInsight などの分析サービスとネイティブ統合できるため、オンプレミス Hadoop ワークロードの移行とビッグデータ分析に最適である。Cosmos DB は NoSQL データベースであり、Databricks は分析処理エンジンでストレージではない。|Azure Data Platform|Azure::Storage Azure::ADLSGen2 Azure::DataLake Azure::BigData
Azure 仮想マシンのバックアップポリシーを設計している。要件は「毎日のバックアップを30日保持」「週次バックアップを12週間保持」「最小の復旧時間目標 (RTO) を確保」である。これらの要件を満たすためにバックアップポリシーで設定する必要があるものはどれか。|保存ルール|リカバリーポイント目標 (RPO)|レプリケーション設定|アーカイブ階層ポリシー|||||A|Azure Backup ではバックアップの保持期間は Retention Rules (保存ルール) で設定する。保持ポリシーにより「日次バックアップを30日保持」「週次バックアップを12週間保持」などのスケジュールを構成できる。RPO は許容データ損失時間を示す指標であり保持設定ではない。レプリケーション設定は冗長性に関する構成であり、アーカイブ階層ポリシーは長期保管用のストレージ階層管理であるため、この要件には該当しない。|Azure Backup|Azure::Backup Azure::Recovery Azure::Retention Azure::VMBackup
高性能環境で大規模データセットに頻繁にアクセスするストレージソリューションを Azure に設計している。要件は「顧客管理キー (CMEK) による暗号化」「複数アプリケーションからのアクセス」「高度な分析およびビッグデータ処理のサポート」「コスト効率」である。最適な Azure ストレージサービスはどれか。|Azure Data Lake Storage Gen2|Azure Data Lake Storage Gen2|Azure Cosmos DB|Azure Blob Storage|||||A|Azure Data Lake Storage Gen2 は Azure Blob Storage 上に構築されたビッグデータ分析向けストレージで、階層型名前空間により大規模データの高性能アクセスを提供する。Azure Key Vault と統合した顧客管理キー (CMEK) をサポートし、RBAC と ACL による細かなアクセス制御も可能である。また Azure Synapse Analytics、Azure Databricks、HDInsight などの分析サービスとネイティブ統合できるため、大規模データ処理や分析ワークロードに最適である。|Azure Storage|Azure::Storage Azure::ADLSGen2 Azure::BigData Azure::Security
オンプレミスネットワークと複数の Azure 仮想ネットワーク (VNet) 間で安全な通信を行うハイブリッドクラウドを設計している。ソリューションは動的ルーティングをサポートし、将来 Azure サービスの追加にも対応できる必要がある。この要件を満たす VPN ゲートウェイ構成はどれか。|VPN ゲートウェイ付き Azure ExpressRoute|VNet から VNet への VPN ゲートウェイ|BGP 対応サイト間 VPN ゲートウェイ|Azure AD 認証によるポイントツーサイト VPN ゲートウェイ|||||C|BGP 対応サイト間 (Site-to-Site) VPN ゲートウェイはオンプレミスネットワークと Azure VNet 間に安全な IPsec 接続を提供する。BGP (Border Gateway Protocol) を有効にすると動的ルーティングが可能になり、ネットワークルートを自動的に交換できるため複数の VNet や将来追加される Azure サービスとの統合が容易になる。VNet-to-VNet VPN は Azure VNet 同士の接続用であり、ポイントツーサイト VPN は個別クライアント接続向けである。|Azure Networking|Azure::VPN Azure::SiteToSite Azure::BGP Azure::HybridNetworking
オンプレミスネットワークと複数の Azure 仮想ネットワーク (VNet) 間で安全な通信を行うハイブリッドクラウドを設計している。ソリューションは動的ルーティングをサポートし、将来 Azure サービスの追加にも対応できる必要がある。この要件を満たす VPN ゲートウェイ構成はどれか。|VPN ゲートウェイ付き Azure ExpressRoute|VNet から VNet への VPN ゲートウェイ|BGP 対応サイト間 VPN ゲートウェイ|Azure AD 認証によるポイントツーサイト VPN ゲートウェイ|||||C|BGP 対応サイト間 (Site-to-Site) VPN ゲートウェイはオンプレミスネットワークと Azure VNet 間に安全な IPsec 接続を提供する。BGP (Border Gateway Protocol) を有効にすると動的ルーティングが可能になり、ネットワークルートを自動的に交換できるため複数の VNet や将来追加される Azure サービスとの統合が容易になる。VNet-to-VNet VPN は Azure VNet 同士の接続用であり、ポイントツーサイト VPN は個別クライアント接続向けである。|Azure Networking|Azure::VPN Azure::SiteToSite Azure::BGP Azure::HybridNetworking
Azure インフラでデータレジデンシー規制に準拠する必要がある。すべての Azure App Service と Azure PostgreSQL データベースは特定リージョンに配置され、将来作成されるリソースも同じ地域制約に従う必要がある。複数サブスクリプションにわたりコンプライアンスを強制し監視する最も効果的な方法はどれか。|ハードコードされたリージョンパラメータを含む ARM テンプレートを使用する|地域要件を満たさないデプロイを拒否する Azure Policy を単一で作成する|Azure Blueprints を使用してリージョン制約付きのデプロイをパッケージ化する|Azure Policy イニシアチブを管理グループに適用してリージョン制限を強制する|||||D|Azure Policy Initiative を管理グループに割り当てることで、複数のサブスクリプションにまたがるリージョン制限ポリシーを一元管理できる。ポリシーにより許可されたリージョン以外のリソース作成を拒否し、既存リソースのコンプライアンス監査も可能である。管理グループレベルで適用することで組織全体に一貫したガバナンスを提供し、将来のリソース作成にも自動的に適用されるためデータレジデンシー規制の継続的な遵守を実現できる。|Azure Governance|Azure::Policy Azure::ManagementGroups Azure::Governance Azure::Compliance
Azure で高性能コンピューティング (HPC) ソリューションを設計している。要件は「ノード間の低遅延通信」「リアルタイムデータ交換」「ワークロードに応じたノード数の動的スケーリング」「監視と管理による運用効率の最適化」である。これらの要件を満たす Azure サービスと構成を 2 つ選べ。|Azure CycleCloud を使用し HPC 環境をオーケストレーションし InfiniBand を構成する|専用 VM を使用した Azure Batch と CPU 指標ベースのカスタム自動スケーリング|VM サイズを組み合わせた Azure VM Scale Sets と Log Analytics 監視|GPU ノード付き Azure Kubernetes Service と Vertical Pod Autoscaler|||||A,B|Azure CycleCloud は HPC クラスターのプロビジョニング、管理、スケーリングを自動化する Azure の HPC 管理サービスである。InfiniBand を使用することでノード間の低遅延・高帯域通信が可能となり、リアルタイムデータ交換が必要な HPC ワークロードに適している。また Azure Batch は大規模並列処理ジョブの実行とスケジューリングを管理でき、CPU 使用率などのメトリックに基づいたカスタム自動スケーリングによりワークロードに応じてノード数を動的に調整できるため HPC シミュレーションに適している。|Azure HPC|Azure::HPC Azure::CycleCloud Azure::Batch Azure::InfiniBand
ビデオストリーミングプラットフォーム向けのストレージを設計している。要件は「毎秒数千件のリクエストを処理」「大容量動画ファイルの保存と配信に最適化」「高パフォーマンスを維持しつつコスト効率を確保」である。どの Azure Storage アカウントをプロビジョニングするべきか。|プレミアム ブロック ブロブ ストレージ|標準 汎用 v2|Ultra ディスク パフォーマンス付きプレミアム ページ ブロブ|高性能レイヤー付き Azure Files|||||A|プレミアム ブロック ブロブ ストレージは低遅延・高スループットを提供する SSD ベースの Blob Storage であり、大量の同時リクエストと大容量オブジェクト配信に最適化されている。動画ストリーミングのようなワークロードでは、高い IOPS とスループットにより数千のリクエスト/秒を処理できる。ページブロブは主に VHD 用、Azure Files はファイル共有用途であり、標準 GPv2 は汎用用途で高性能ストリーミングには最適化されていない。|Azure Storage|Azure::Storage Azure::BlobStorage Azure::PremiumStorage Azure::MediaStreaming
Azure SQL Database を使用する多層アプリケーションで、特にピーク時に遅延が発生している。応答時間を短縮し、需要に応じて自動的にスケーリングできるソリューションを導入したい。最適なソリューションはどれか。|読み取りスケールアウト付き Azure SQL Database|Azure Front Door|Azure Blob Storage と Azure Data Lake|Durable Functions を使用した Azure Functions|||||A|Azure SQL Database の Read Scale-Out 機能は読み取り専用レプリカにクエリを分散することで読み取り負荷を軽減し、ピーク時のレイテンシーを削減する。読み取りトラフィックを複数のレプリカに分散できるため、アプリケーションの応答時間が向上し、需要に応じたスケールアウトによるパフォーマンス最適化が可能になる。Front Door はトラフィックルーティング、Blob/Data Lake はストレージ、Azure Functions はサーバーレス処理でありデータベースのレイテンシー問題には直接対応しない。|Azure SQL Performance|Azure::SQLDatabase Azure::ReadScaleOut Azure::Performance Azure::Scaling
Linux と Windows を含む 400 台の Azure 仮想マシンを監視するために、システムメトリクスとカスタムアプリケーションログを収集し、高度な分析・アラートを実現し、ログを一元化してコンプライアンス監査にも対応できるスケーラブルなモニタリングを実装したい。どのエージェントをインストールすべきか。|Azure Monitor エージェント (AMA)|Azure Log Analytics エージェント|Azure Application Insights エージェント|Azure Automation エージェント|||||A|Azure Monitor Agent (AMA) は Azure Monitor と Log Analytics と統合され、Windows と Linux の両方からメトリクスやログを収集できる。大規模環境でもスケーラブルで、データは Log Analytics ワークスペースに集約され高度な分析・クエリ・アラートが可能。Log Analytics Agent は旧エージェントであり段階的に廃止予定。Application Insights は主にアプリケーション監視、Automation Agent は自動化用途であり包括的 VM 監視には適さない。|Azure Monitoring|Azure::Monitor Azure::AMA Azure::LogAnalytics Azure::VMMonitoring
Azure AD と統合された複数の Azure Web アプリケーションに対して、ユーザーが所属部門の役割に関連するアプリにのみアクセスできるようにし、部門管理者が定期的にユーザーアクセスを確認し、部署変更や退職時にアクセスを取り消せる仕組みを導入したい。どのソリューションを推奨すべきか。|Azure AD 特権 ID 管理 (PIM)|Azure AD Access Reviews|Azure AD B2B コラボレーション|Microsoft Defender for Identity|||||B|Azure AD Access Reviews はアプリケーションやグループへのユーザーアクセスを定期的にレビューする仕組みを提供し、部門管理者などにレビュー担当を割り当ててアクセス継続または削除を判断できる。これにより役割や部署変更、退職時のアクセス管理を効率的に実施でき、監査ログも保持される。PIM は特権ロール管理、B2B は外部ユーザー共有、Defender for Identity はセキュリティ監視用途であり本要件には適さない。|Azure Identity|Azure::AD Azure::AccessReviews Azure::IAM Azure::Governance
オンプレミスのデータセンターを VPN 接続を使用して複数の Azure Virtual Networks (VNets) に安全に接続するハイブリッドクラウドアーキテクチャを設計する。すべてのトラフィックは暗号化され、将来 VNet が追加されてもスケーラブルである必要がある。どの構成を実装すべきか。|BGP ルーティングを有効にしたサイト間 VPN|各 VNet ごとにポイントツーサイト VPN を構成|オンプレミスと各 VNet 間で VNet ピアリングを構成|ExpressRoute 接続を構成|||||A|BGP を有効にした Site-to-Site VPN は IPsec による暗号化通信を提供し、オンプレミスと Azure VNets 間の安全な接続を実現する。BGP により動的ルーティングが可能になり、新しい VNet を追加してもルート情報が自動更新されるため拡張性が高い。Point-to-Site は個別クライアント接続向け、VNet Peering はオンプレミス接続を提供しない。ExpressRoute は専用回線で暗号化 VPN 要件とは異なりコストも高い。|Azure Networking|Azure::VPN Azure::SiteToSiteVPN Azure::BGP Azure::HybridNetworking
AKS クラスター上で動作する複数のマイクロサービスを含む Web アプリケーションの監視を設計する。サービス間トラフィックの追跡、依存関係追跡、分散トレーシング、パフォーマンス監視、アラートなどを含む包括的なモニタリングが必要である。どのサービスの組み合わせを使用すべきか。|Application Insights と Azure Log Analytics を使用した Azure Monitor|Azure Monitor と Azure Network Watcher、Azure Security Center|Azure Application Gateway (WAF) と Azure Monitor|AKS Diagnostics と Azure Traffic Manager、Application Insights|||||A|Azure Monitor は統合監視プラットフォームを提供し、Application Insights はマイクロサービス環境におけるアプリケーションパフォーマンス監視(APM)、依存関係追跡、分散トレーシング、リクエスト分析、アラートを提供する。Log Analytics は AKS やアプリケーションから収集したログを集中管理し高度なクエリ分析を可能にする。この組み合わせによりマイクロサービス間通信やパフォーマンスをエンドツーエンドで監視できる。|Azure Monitoring|Azure::Monitor Azure::ApplicationInsights Azure::LogAnalytics Azure::AKSMonitoring
Azure App Service と Azure Database for PostgreSQL を複数デプロイする。規制によりすべてのリソースは承認された Azure リージョンにのみ配置され、各 App Service は同じリージョンの対応する PostgreSQL データベースと共存させる必要がある。これらの地域展開要件を効果的に適用する方法はどれか。|Azure リソースロックを適用する|Azure Blueprints で地域展開テンプレートを定義する|Azure Policy イニシアチブでリソースの場所制限と共同配置ポリシーを適用する|RBAC を使用して特定リージョンへの作成権限を制限する|||||C|Azure Policy を使用すると、リソースの location を特定のリージョンに制限するポリシーや関連リソースの配置ルールを定義できる。Policy Initiative を使用すると複数ポリシーをまとめて管理でき、サブスクリプションや管理グループに適用して継続的にコンプライアンスを評価・強制できる。Resource Lock は削除防止、Blueprint はデプロイテンプレート、RBAC はアクセス制御でありリージョン制限の強制には適さない。|Azure Governance|Azure::Policy Azure::PolicyInitiative Azure::Governance Azure::Compliance
複数の仮想マシンでホストされた Web アプリケーションのトラフィックを Azure Application Gateway で管理する。/api、/home、/admin などの URL パスに応じて異なるバックエンドにルーティングし、さらに不健康なインスタンスは自動的にバックエンドプールから除外される必要がある。どの構成を設定すべきか。|カスタムヘルスプローブを使用した URL ベースのルーティング|セッションアフィニティ付きパスベースルーティング|SSL 終了を使用した複数リスナー構成|WAF とトラフィック分析|||||A|Azure Application Gateway の URL ベースルーティングを使用すると、/api や /admin などのパスに基づいて異なるバックエンドプールへトラフィックを振り分けられる。さらにカスタムヘルスプローブを設定することでバックエンド VM の状態を監視し、正常でないインスタンスを自動的にルーティング対象から除外できる。これによりパフォーマンスと可用性を維持できる。|Azure Networking|Azure::ApplicationGateway Azure::URLRouting Azure::HealthProbe Azure::LoadBalancing
Azure App Service と Azure Cosmos DB を複数デプロイする予定であり、すべてのリソースは特定の Azure リージョン内に配置され、App Service と対応する Cosmos DB は同一リージョンに配置される必要がある。これらの地域展開制約を強制するための最適な方法はどれか。|事前定義リージョンを含む ARM テンプレートを使用する|RBAC を使用してリソース作成場所を制限する|Azure Policy イニシアチブでリソースの場所制限と同一リージョン配置を強制する|Azure Blueprints で必要なリソースの場所を定義する|||||C|Azure Policy を使用するとリソースの location を特定リージョンに制限するポリシーを作成でき、Policy Initiative により複数ポリシーをまとめて適用できる。これにより App Service と Cosmos DB のリージョン制約を強制し、継続的なコンプライアンス評価と違反時の拒否や修復が可能になる。ARM テンプレートは展開時のみ制御、RBAC はアクセス制御、Blueprints はテンプレート管理でありリージョン制約の強制には Azure Policy が最適。|Azure Governance|Azure::Policy Azure::PolicyInitiative Azure::Compliance Azure::Governance
グローバルユーザー向けの Web アプリケーションでマルチリージョン構成を設計している。ユーザーの所在地に基づき、トラフィックを最も近い Azure リージョンへ自動的にルーティングして低遅延アクセスを実現する必要がある。どの Azure サービスを使用すべきか。|Azure Traffic Manager|Azure Load Balancer|Azure Application Gateway|Azure Content Delivery Network (CDN)|||||A|Azure Traffic Manager は DNS ベースのグローバルトラフィック分散サービスであり、パフォーマンスルーティングや地理ルーティングを使用してユーザーの場所に最も近い Azure リージョンのエンドポイントへトラフィックを誘導できる。Load Balancer と Application Gateway はリージョン内負荷分散、CDN は静的コンテンツ配信最適化でありグローバルアプリケーションルーティングには適さない。|Azure Networking|Azure::TrafficManager Azure::GlobalRouting Azure::Networking Azure::PerformanceRouting


































































































